,High,Low,Open,Close,Volume,Adj Close
1907-01-21,68.3336,68.3336,68.3336,68.3336,0,68.3336
1907-01-22,68.612,68.612,68.612,68.612,0,68.612
1907-01-23,68.7878,68.7878,68.7878,68.7878,0,68.7878
1907-01-24,68.883,68.883,68.883,68.883,0,68.883
1907-01-25,68.1285,68.1285,68.1285,68.1285,0,68.1285
1907-01-26,67.9234,67.9234,67.9234,67.9234,0,67.9234
1907-01-28,67.3153,67.3153,67.3153,67.3153,0,67.3153
1907-01-29,67.2201,67.2201,67.2201,67.2201,0,67.2201
1907-01-30,66.4949,66.4949,66.4949,66.4949,0,66.4949
1907-01-31,67.1762,67.1762,67.1762,67.1762,0,67.1762
1907-02-01,66.363,66.363,66.363,66.363,0,66.363
1907-02-02,66.2824,66.2824,66.2824,66.2824,0,66.2824
1907-02-04,66.2971,66.2971,66.2971,66.2971,0,66.2971
1907-02-05,67.1029,67.1029,67.1029,67.1029,0,67.1029
1907-02-06,66.993,66.993,66.993,66.993,0,66.993
1907-02-07,67.6523,67.6523,67.6523,67.6523,0,67.6523
1907-02-08,67.7329,67.7329,67.7329,67.7329,0,67.7329
1907-02-09,67.4912,67.4912,67.4912,67.4912,0,67.4912
1907-02-11,68.0845,68.0845,68.0845,68.0845,0,68.0845
1907-02-13,68.4142,68.4142,68.4142,68.4142,0,68.4142
1907-02-14,67.9307,67.9307,67.9307,67.9307,0,67.9307
1907-02-15,68.1798,68.1798,68.1798,68.1798,0,68.1798
1907-02-16,68.2677,68.2677,68.2677,68.2677,0,68.2677
1907-02-18,67.9893,67.9893,67.9893,67.9893,0,67.9893
1907-02-19,67.601,67.601,67.601,67.601,0,67.601
1907-02-20,67.4765,67.4765,67.4765,67.4765,0,67.4765
1907-02-21,67.3007,67.3007,67.3007,67.3007,0,67.3007
1907-02-25,66.1725,66.1725,66.1725,66.1725,0,66.1725
1907-02-26,66.3777,66.3777,66.3777,66.3777,0,66.3777
1907-02-27,65.7477,65.7477,65.7477,65.7477,0,65.7477
1907-02-28,66.3264,66.3264,66.3264,66.3264,0,66.3264
1907-03-01,66.0187,66.0187,66.0187,66.0187,0,66.0187
1907-03-02,65.6524,65.6524,65.6524,65.6524,0,65.6524
1907-03-04,64.4657,64.4657,64.4657,64.4657,0,64.4657
1907-03-05,63.3229,63.3229,63.3229,63.3229,0,63.3229
1907-03-06,63.9382,63.9382,63.9382,63.9382,0,63.9382
1907-03-07,63.3815,63.3815,63.3815,63.3815,0,63.3815
1907-03-08,62.4218,62.4218,62.4218,62.4218,0,62.4218
1907-03-09,62.1874,62.1874,62.1874,62.1874,0,62.1874
1907-03-11,62.7808,62.7808,62.7808,62.7808,0,62.7808
1907-03-12,63.3888,63.3888,63.3888,63.3888,0,63.3888
1907-03-13,60.8908,60.8908,60.8908,60.8908,0,60.8908
1907-03-14,55.8434,55.8434,55.8434,55.8434,0,55.8434
1907-03-15,59.5795,59.5795,59.5795,59.5795,0,59.5795
1907-03-16,61.3083,61.3083,61.3083,61.3083,0,61.3083
1907-03-18,60.1655,60.1655,60.1655,60.1655,0,60.1655
1907-03-19,59.7406,59.7406,59.7406,59.7406,0,59.7406
1907-03-20,59.2938,59.2938,59.2938,59.2938,0,59.2938
1907-03-21,60.0483,60.0483,60.0483,60.0483,0,60.0483
1907-03-22,58.8982,58.8982,58.8982,58.8982,0,58.8982
1907-03-23,57.6968,57.6968,57.6968,57.6968,0,57.6968
1907-03-25,55.228,55.228,55.228,55.228,0,55.228
1907-03-26,56.9789,56.9789,56.9789,56.9789,0,56.9789
1907-03-27,56.6932,56.6932,56.6932,56.6932,0,56.6932
1907-03-28,57.2939,57.2939,57.2939,57.2939,0,57.2939
1907-03-29,58.715,58.715,58.715,58.715,0,58.715
1907-04-01,60.29,60.29,60.29,60.29,0,60.29
1907-04-02,59.9531,59.9531,59.9531,59.9531,0,59.9531
1907-04-03,60.0263,60.0263,60.0263,60.0263,0,60.0263
1907-04-04,60.8981,60.8981,60.8981,60.8981,0,60.8981
1907-04-05,61.5061,61.5061,61.5061,61.5061,0,61.5061
1907-04-06,61.6966,61.6966,61.6966,61.6966,0,61.6966
1907-04-08,61.7991,61.7991,61.7991,61.7991,0,61.7991
1907-04-09,62.0482,62.0482,62.0482,62.0482,0,62.0482
1907-04-10,62.1068,62.1068,62.1068,62.1068,0,62.1068
1907-04-11,61.6746,61.6746,61.6746,61.6746,0,61.6746
1907-04-12,61.4255,61.4255,61.4255,61.4255,0,61.4255
1907-04-13,60.2388,60.2388,60.2388,60.2388,0,60.2388
1907-04-15,59.6307,59.6307,59.6307,59.6307,0,59.6307
1907-04-16,60.6856,60.6856,60.6856,60.6856,0,60.6856
1907-04-17,60.7223,60.7223,60.7223,60.7223,0,60.7223
1907-04-18,60.8541,60.8541,60.8541,60.8541,0,60.8541
1907-04-19,60.8834,60.8834,60.8834,60.8834,0,60.8834
1907-04-20,60.8761,60.8761,60.8761,60.8761,0,60.8761
1907-04-22,62.1215,62.1215,62.1215,62.1215,0,62.1215
1907-04-23,61.9969,61.9969,61.9969,61.9969,0,61.9969
1907-04-24,61.4915,61.4915,61.4915,61.4915,0,61.4915
1907-04-25,61.4475,61.4475,61.4475,61.4475,0,61.4475
1907-04-26,61.1765,61.1765,61.1765,61.1765,0,61.1765
1907-04-27,61.4988,61.4988,61.4988,61.4988,0,61.4988
1907-04-29,61.8065,61.8065,61.8065,61.8065,0,61.8065
1907-04-30,61.7552,61.7552,61.7552,61.7552,0,61.7552
1907-05-01,61.4402,61.4402,61.4402,61.4402,0,61.4402
1907-05-02,61.953,61.953,61.953,61.953,0,61.953
1907-05-03,62.2826,62.2826,62.2826,62.2826,0,62.2826
1907-05-04,61.9017,61.9017,61.9017,61.9017,0,61.9017
1907-05-06,61.7625,61.7625,61.7625,61.7625,0,61.7625
1907-05-07,61.1984,61.1984,61.1984,61.1984,0,61.1984
1907-05-08,61.1545,61.1545,61.1545,61.1545,0,61.1545
1907-05-09,61.008,61.008,61.008,61.008,0,61.008
1907-05-10,60.8468,60.8468,60.8468,60.8468,0,60.8468
1907-05-11,60.693000000000005,60.693000000000005,60.693000000000005,60.693000000000005,0,60.693000000000005
1907-05-13,61.2131,61.2131,61.2131,61.2131,0,61.2131
1907-05-14,61.1105,61.1105,61.1105,61.1105,0,61.1105
1907-05-15,61.4182,61.4182,61.4182,61.4182,0,61.4182
1907-05-16,61.1105,61.1105,61.1105,61.1105,0,61.1105
1907-05-17,60.8761,60.8761,60.8761,60.8761,0,60.8761
1907-05-18,60.5904,60.5904,60.5904,60.5904,0,60.5904
1907-05-20,59.1839,59.1839,59.1839,59.1839,0,59.1839
1907-05-21,57.7041,57.7041,57.7041,57.7041,0,57.7041
1907-05-22,58.1143,58.1143,58.1143,58.1143,0,58.1143
1907-05-23,57.9019,57.9019,57.9019,57.9019,0,57.9019
1907-05-24,58.2022,58.2022,58.2022,58.2022,0,58.2022
1907-05-25,57.8726,57.8726,57.8726,57.8726,0,57.8726
1907-05-27,56.6272,56.6272,56.6272,56.6272,0,56.6272
1907-05-28,56.6419,56.6419,56.6419,56.6419,0,56.6419
1907-05-29,57.3378,57.3378,57.3378,57.3378,0,57.3378
1907-05-31,57.2133,57.2133,57.2133,57.2133,0,57.2133
1907-06-01,57.0887,57.0887,57.0887,57.0887,0,57.0887
1907-06-03,56.7005,56.7005,56.7005,56.7005,0,56.7005
1907-06-04,57.9532,57.9532,57.9532,57.9532,0,57.9532
1907-06-05,57.5942,57.5942,57.5942,57.5942,0,57.5942
1907-06-06,57.748000000000005,57.748000000000005,57.748000000000005,57.748000000000005,0,57.748000000000005
1907-06-07,58.129,58.129,58.129,58.129,0,58.129
1907-06-08,58.5465,58.5465,58.5465,58.5465,0,58.5465
1907-06-10,58.5685,58.5685,58.5685,58.5685,0,58.5685
1907-06-11,57.9825,57.9825,57.9825,57.9825,0,57.9825
1907-06-12,57.9239,57.9239,57.9239,57.9239,0,57.9239
1907-06-13,57.5942,57.5942,57.5942,57.5942,0,57.5942
1907-06-14,57.1473,57.1473,57.1473,57.1473,0,57.1473
1907-06-15,56.8909,56.8909,56.8909,56.8909,0,56.8909
1907-06-17,57.0668,57.0668,57.0668,57.0668,0,57.0668
1907-06-18,57.2206,57.2206,57.2206,57.2206,0,57.2206
1907-06-19,57.206,57.206,57.206,57.206,0,57.206
1907-06-20,57.0375,57.0375,57.0375,57.0375,0,57.0375
1907-06-21,56.7225,56.7225,56.7225,56.7225,0,56.7225
1907-06-22,56.7298,56.7298,56.7298,56.7298,0,56.7298
1907-06-24,57.0887,57.0887,57.0887,57.0887,0,57.0887
1907-06-25,58.2608,58.2608,58.2608,58.2608,0,58.2608
1907-06-26,58.1949,58.1949,58.1949,58.1949,0,58.1949
1907-06-27,58.7663,58.7663,58.7663,58.7663,0,58.7663
1907-06-28,58.6052,58.6052,58.6052,58.6052,0,58.6052
1907-06-29,58.8689,58.8689,58.8689,58.8689,0,58.8689
1907-07-01,59.5355,59.5355,59.5355,59.5355,0,59.5355
1907-07-02,59.2645,59.2645,59.2645,59.2645,0,59.2645
1907-07-03,59.6161,59.6161,59.6161,59.6161,0,59.6161
1907-07-05,59.9604,59.9604,59.9604,59.9604,0,59.9604
1907-07-06,60.4512,60.4512,60.4512,60.4512,0,60.4512
1907-07-08,60.4512,60.4512,60.4512,60.4512,0,60.4512
1907-07-09,59.7553,59.7553,59.7553,59.7553,0,59.7553
1907-07-10,59.074,59.074,59.074,59.074,0,59.074
1907-07-11,59.052,59.052,59.052,59.052,0,59.052
1907-07-12,59.1253,59.1253,59.1253,59.1253,0,59.1253
1907-07-13,59.6747,59.6747,59.6747,59.6747,0,59.6747
1907-07-15,59.4842,59.4842,59.4842,59.4842,0,59.4842
1907-07-16,59.7113,59.7113,59.7113,59.7113,0,59.7113
1907-07-17,58.8982,58.8982,58.8982,58.8982,0,58.8982
1907-07-18,59.1692,59.1692,59.1692,59.1692,0,59.1692
1907-07-19,59.4549,59.4549,59.4549,59.4549,0,59.4549
1907-07-20,59.5795,59.5795,59.5795,59.5795,0,59.5795
1907-07-22,59.4183,59.4183,59.4183,59.4183,0,59.4183
1907-07-23,59.3231,59.3231,59.3231,59.3231,0,59.3231
1907-07-24,59.5721,59.5721,59.5721,59.5721,0,59.5721
1907-07-25,59.4183,59.4183,59.4183,59.4183,0,59.4183
1907-07-26,59.5209,59.5209,59.5209,59.5209,0,59.5209
1907-07-27,59.4916,59.4916,59.4916,59.4916,0,59.4916
1907-07-29,58.6784,58.6784,58.6784,58.6784,0,58.6784
1907-07-30,58.5026,58.5026,58.5026,58.5026,0,58.5026
1907-07-31,57.7774,57.7774,57.7774,57.7774,0,57.7774
1907-08-01,57.4037,57.4037,57.4037,57.4037,0,57.4037
1907-08-02,57.7774,57.7774,57.7774,57.7774,0,57.7774
1907-08-03,57.4917,57.4917,57.4917,57.4917,0,57.4917
1907-08-05,56.7078,56.7078,56.7078,56.7078,0,56.7078
1907-08-06,56.0778,56.0778,56.0778,56.0778,0,56.0778
1907-08-07,54.8764,54.8764,54.8764,54.8764,0,54.8764
1907-08-08,55.1548,55.1548,55.1548,55.1548,0,55.1548
1907-08-09,54.7372,54.7372,54.7372,54.7372,0,54.7372
1907-08-10,53.7043,53.7043,53.7043,53.7043,0,53.7043
1907-08-12,52.1439,52.1439,52.1439,52.1439,0,52.1439
1907-08-13,53.0157,53.0157,53.0157,53.0157,0,53.0157
1907-08-14,51.0085,51.0085,51.0085,51.0085,0,51.0085
1907-08-15,51.5139,51.5139,51.5139,51.5139,0,51.5139
1907-08-16,50.7594,50.7594,50.7594,50.7594,0,50.7594
1907-08-17,50.8107,50.8107,50.8107,50.8107,0,50.8107
1907-08-19,50.9132,50.9132,50.9132,50.9132,0,50.9132
1907-08-20,51.2868,51.2868,51.2868,51.2868,0,51.2868
1907-08-21,50.7301,50.7301,50.7301,50.7301,0,50.7301
1907-08-22,51.5506,51.5506,51.5506,51.5506,0,51.5506
1907-08-23,50.7447,50.7447,50.7447,50.7447,0,50.7447
1907-08-24,50.7301,50.7301,50.7301,50.7301,0,50.7301
1907-08-26,51.5945,51.5945,51.5945,51.5945,0,51.5945
1907-08-27,51.4773,51.4773,51.4773,51.4773,0,51.4773
1907-08-28,51.9901,51.9901,51.9901,51.9901,0,51.9901
1907-08-29,52.1439,52.1439,52.1439,52.1439,0,52.1439
1907-08-30,52.9498,52.9498,52.9498,52.9498,0,52.9498
1907-09-03,53.8508,53.8508,53.8508,53.8508,0,53.8508
1907-09-04,53.2867,53.2867,53.2867,53.2867,0,53.2867
1907-09-05,53.9094,53.9094,53.9094,53.9094,0,53.9094
1907-09-06,54.1292,54.1292,54.1292,54.1292,0,54.1292
1907-09-07,53.8874,53.8874,53.8874,53.8874,0,53.8874
1907-09-09,53.7995,53.7995,53.7995,53.7995,0,53.7995
1907-09-10,52.5102,52.5102,52.5102,52.5102,0,52.5102
1907-09-11,51.9828,51.9828,51.9828,51.9828,0,51.9828
1907-09-12,51.1769,51.1769,51.1769,51.1769,0,51.1769
1907-09-13,51.0524,51.0524,51.0524,51.0524,0,51.0524
1907-09-14,50.0341,50.0341,50.0341,50.0341,0,50.0341
1907-09-16,49.9169,49.9169,49.9169,49.9169,0,49.9169
1907-09-17,50.6715,50.6715,50.6715,50.6715,0,50.6715
1907-09-18,50.5836,50.5836,50.5836,50.5836,0,50.5836
1907-09-19,51.133,51.133,51.133,51.133,0,51.133
1907-09-20,51.3528,51.3528,51.3528,51.3528,0,51.3528
1907-09-21,51.6092,51.6092,51.6092,51.6092,0,51.6092
1907-09-23,50.9352,50.9352,50.9352,50.9352,0,50.9352
1907-09-24,51.1476,51.1476,51.1476,51.1476,0,51.1476
1907-09-25,50.8619,50.8619,50.8619,50.8619,0,50.8619
1907-09-26,50.5543,50.5543,50.5543,50.5543,0,50.5543
1907-09-27,49.6093,49.6093,49.6093,49.6093,0,49.6093
1907-09-28,49.199,49.199,49.199,49.199,0,49.199
1907-09-30,49.6093,49.6093,49.6093,49.6093,0,49.6093
1907-10-01,49.7777,49.7777,49.7777,49.7777,0,49.7777
1907-10-02,49.536,49.536,49.536,49.536,0,49.536
1907-10-03,49.7704,49.7704,49.7704,49.7704,0,49.7704
1907-10-04,49.6386,49.6386,49.6386,49.6386,0,49.6386
1907-10-05,49.3089,49.3089,49.3089,49.3089,0,49.3089
1907-10-07,49.492,49.492,49.492,49.492,0,49.492
1907-10-08,49.1184,49.1184,49.1184,49.1184,0,49.1184
1907-10-09,47.9903,47.9903,47.9903,47.9903,0,47.9903
1907-10-10,47.983000000000004,47.983000000000004,47.983000000000004,47.983000000000004,0,47.983000000000004
1907-10-11,46.5252,46.5252,46.5252,46.5252,0,46.5252
1907-10-12,45.6681,45.6681,45.6681,45.6681,0,45.6681
1907-10-14,45.5216,45.5216,45.5216,45.5216,0,45.5216
1907-10-15,45.4849,45.4849,45.4849,45.4849,0,45.4849
1907-10-16,44.2908,44.2908,44.2908,44.2908,0,44.2908
1907-10-17,44.3421,44.3421,44.3421,44.3421,0,44.3421
1907-10-18,43.3165,43.3165,43.3165,43.3165,0,43.3165
1907-10-19,42.9649,42.9649,42.9649,42.9649,0,42.9649
1907-10-21,44.5472,44.5472,44.5472,44.5472,0,44.5472
1907-10-22,43.3019,43.3019,43.3019,43.3019,0,43.3019
1907-10-23,42.6426,42.6426,42.6426,42.6426,0,42.6426
1907-10-24,42.6206,42.6206,42.6206,42.6206,0,42.6206
1907-10-25,42.7085,42.7085,42.7085,42.7085,0,42.7085
1907-10-26,42.7158,42.7158,42.7158,42.7158,0,42.7158
1907-10-28,42.583999999999996,42.583999999999996,42.583999999999996,42.583999999999996,0,42.583999999999996
1907-10-29,41.9247,41.9247,41.9247,41.9247,0,41.9247
1907-10-30,42.7964,42.7964,42.7964,42.7964,0,42.7964
1907-10-31,42.269,42.269,42.269,42.269,0,42.269
1907-11-01,42.1664,42.1664,42.1664,42.1664,0,42.1664
1907-11-02,42.0419,42.0419,42.0419,42.0419,0,42.0419
1907-11-04,42.8404,42.8404,42.8404,42.8404,0,42.8404
1907-11-06,42.3056,42.3056,42.3056,42.3056,0,42.3056
1907-11-07,41.3093,41.3093,41.3093,41.3093,0,41.3093
1907-11-08,41.5217,41.5217,41.5217,41.5217,0,41.5217
1907-11-09,41.3752,41.3752,41.3752,41.3752,0,41.3752
1907-11-11,41.6683,41.6683,41.6683,41.6683,0,41.6683
1907-11-12,40.9284,40.9284,40.9284,40.9284,0,40.9284
1907-11-13,40.5621,40.5621,40.5621,40.5621,0,40.5621
1907-11-14,39.8222,39.8222,39.8222,39.8222,0,39.8222
1907-11-15,38.8259,38.8259,38.8259,38.8259,0,38.8259
1907-11-16,39.4779,39.4779,39.4779,39.4779,0,39.4779
1907-11-18,40.3277,40.3277,40.3277,40.3277,0,40.3277
1907-11-19,39.1556,39.1556,39.1556,39.1556,0,39.1556
1907-11-20,38.9578,38.9578,38.9578,38.9578,0,38.9578
1907-11-21,39.0237,39.0237,39.0237,39.0237,0,39.0237
1907-11-22,38.8845,38.8845,38.8845,38.8845,0,38.8845
1907-11-23,40.3057,40.3057,40.3057,40.3057,0,40.3057
1907-11-25,39.2874,39.2874,39.2874,39.2874,0,39.2874
1907-11-26,40.3277,40.3277,40.3277,40.3277,0,40.3277
1907-11-27,40.694,40.694,40.694,40.694,0,40.694
1907-11-29,42.1298,42.1298,42.1298,42.1298,0,42.1298
1907-11-30,42.7891,42.7891,42.7891,42.7891,0,42.7891
1907-12-02,44.0564,44.0564,44.0564,44.0564,0,44.0564
1907-12-03,43.5656,43.5656,43.5656,43.5656,0,43.5656
1907-12-04,44.0344,44.0344,44.0344,44.0344,0,44.0344
1907-12-05,44.8036,44.8036,44.8036,44.8036,0,44.8036
1907-12-06,45.2505,45.2505,45.2505,45.2505,0,45.2505
1907-12-07,44.6938,44.6938,44.6938,44.6938,0,44.6938
1907-12-09,43.7487,43.7487,43.7487,43.7487,0,43.7487
1907-12-10,42.8623,42.8623,42.8623,42.8623,0,42.8623
1907-12-11,42.6499,42.6499,42.6499,42.6499,0,42.6499
1907-12-12,42.6133,42.6133,42.6133,42.6133,0,42.6133
1907-12-13,41.9686,41.9686,41.9686,41.9686,0,41.9686
1907-12-14,41.9979,41.9979,41.9979,41.9979,0,41.9979
1907-12-16,41.7781,41.7781,41.7781,41.7781,0,41.7781
1907-12-17,41.6463,41.6463,41.6463,41.6463,0,41.6463
1907-12-18,42.2763,42.2763,42.2763,42.2763,0,42.2763
1907-12-19,42.5473,42.5473,42.5473,42.5473,0,42.5473
1907-12-20,43.2066,43.2066,43.2066,43.2066,0,43.2066
1907-12-21,43.5583,43.5583,43.5583,43.5583,0,43.5583
1907-12-23,42.6426,42.6426,42.6426,42.6426,0,42.6426
1907-12-24,42.4887,42.4887,42.4887,42.4887,0,42.4887
1907-12-26,42.1957,42.1957,42.1957,42.1957,0,42.1957
1907-12-27,42.9649,42.9649,42.9649,42.9649,0,42.9649
1907-12-28,43.0968,43.0968,43.0968,43.0968,0,43.0968
1907-12-30,43.5656,43.5656,43.5656,43.5656,0,43.5656
1907-12-31,43.0382,43.0382,43.0382,43.0382,0,43.0382
1908-01-02,43.6682,43.6682,43.6682,43.6682,0,43.6682
1908-01-03,44.4081,44.4081,44.4081,44.4081,0,44.4081
1908-01-04,44.5912,44.5912,44.5912,44.5912,0,44.5912
1908-01-06,45.2359,45.2359,45.2359,45.2359,0,45.2359
1908-01-07,44.9941,44.9941,44.9941,44.9941,0,44.9941
1908-01-08,45.2359,45.2359,45.2359,45.2359,0,45.2359
1908-01-09,46.5178,46.5178,46.5178,46.5178,0,46.5178
1908-01-10,46.1589,46.1589,46.1589,46.1589,0,46.1589
1908-01-11,47.0819,47.0819,47.0819,47.0819,0,47.0819
1908-01-13,47.602,47.602,47.602,47.602,0,47.602
1908-01-14,48.232,48.232,48.232,48.232,0,48.232
1908-01-15,47.93899999999999,47.93899999999999,47.93899999999999,47.93899999999999,0,47.93899999999999
1908-01-16,47.0233,47.0233,47.0233,47.0233,0,47.0233
1908-01-17,47.2724,47.2724,47.2724,47.2724,0,47.2724
1908-01-18,47.2138,47.2138,47.2138,47.2138,0,47.2138
1908-01-20,46.2907,46.2907,46.2907,46.2907,0,46.2907
1908-01-21,46.3054,46.3054,46.3054,46.3054,0,46.3054
1908-01-22,45.4922,45.4922,45.4922,45.4922,0,45.4922
1908-01-23,45.0088,45.0088,45.0088,45.0088,0,45.0088
1908-01-24,44.9135,44.9135,44.9135,44.9135,0,44.9135
1908-01-25,45.2432,45.2432,45.2432,45.2432,0,45.2432
1908-01-27,45.4629,45.4629,45.4629,45.4629,0,45.4629
1908-01-28,45.8073,45.8073,45.8073,45.8073,0,45.8073
1908-01-29,45.4776,45.4776,45.4776,45.4776,0,45.4776
1908-01-30,45.6534,45.6534,45.6534,45.6534,0,45.6534
1908-01-31,45.9318,45.9318,45.9318,45.9318,0,45.9318
1908-02-01,45.2945,45.2945,45.2945,45.2945,0,45.2945
1908-02-03,45.2871,45.2871,45.2871,45.2871,0,45.2871
1908-02-04,45.5216,45.5216,45.5216,45.5216,0,45.5216
1908-02-05,44.7011,44.7011,44.7011,44.7011,0,44.7011
1908-02-06,44.7963,44.7963,44.7963,44.7963,0,44.7963
1908-02-07,44.5179,44.5179,44.5179,44.5179,0,44.5179
1908-02-08,43.8806,43.8806,43.8806,43.8806,0,43.8806
1908-02-10,43.0748,43.0748,43.0748,43.0748,0,43.0748
1908-02-11,43.3019,43.3019,43.3019,43.3019,0,43.3019
1908-02-13,42.9429,42.9429,42.9429,42.9429,0,42.9429
1908-02-14,43.7561,43.7561,43.7561,43.7561,0,43.7561
1908-02-15,43.3458,43.3458,43.3458,43.3458,0,43.3458
1908-02-17,43.1334,43.1334,43.1334,43.1334,0,43.1334
1908-02-18,43.1041,43.1041,43.1041,43.1041,0,43.1041
1908-02-19,43.2799,43.2799,43.2799,43.2799,0,43.2799
1908-02-20,43.7194,43.7194,43.7194,43.7194,0,43.7194
1908-02-21,44.1004,44.1004,44.1004,44.1004,0,44.1004
1908-02-24,43.9539,43.9539,43.9539,43.9539,0,43.9539
1908-02-25,43.8953,43.8953,43.8953,43.8953,0,43.8953
1908-02-26,43.9392,43.9392,43.9392,43.9392,0,43.9392
1908-02-27,44.0711,44.0711,44.0711,44.0711,0,44.0711
1908-02-28,44.7377,44.7377,44.7377,44.7377,0,44.7377
1908-02-29,44.3494,44.3494,44.3494,44.3494,0,44.3494
1908-03-02,44.7524,44.7524,44.7524,44.7524,0,44.7524
1908-03-03,44.6645,44.6645,44.6645,44.6645,0,44.6645
1908-03-04,44.8256,44.8256,44.8256,44.8256,0,44.8256
1908-03-05,44.8989,44.8989,44.8989,44.8989,0,44.8989
1908-03-06,45.1846,45.1846,45.1846,45.1846,0,45.1846
1908-03-07,46.32,46.32,46.32,46.32,0,46.32
1908-03-09,46.635,46.635,46.635,46.635,0,46.635
1908-03-10,46.5178,46.5178,46.5178,46.5178,0,46.5178
1908-03-11,46.7889,46.7889,46.7889,46.7889,0,46.7889
1908-03-12,46.9794,46.9794,46.9794,46.9794,0,46.9794
1908-03-13,47.7266,47.7266,47.7266,47.7266,0,47.7266
1908-03-14,48.4298,48.4298,48.4298,48.4298,0,48.4298
1908-03-16,47.7852,47.7852,47.7852,47.7852,0,47.7852
1908-03-17,48.1881,48.1881,48.1881,48.1881,0,48.1881
1908-03-18,47.668,47.668,47.668,47.668,0,47.668
1908-03-19,48.1808,48.1808,48.1808,48.1808,0,48.1808
1908-03-20,48.6496,48.6496,48.6496,48.6496,0,48.6496
1908-03-21,49.2723,49.2723,49.2723,49.2723,0,49.2723
1908-03-23,50.0488,50.0488,50.0488,50.0488,0,50.0488
1908-03-24,50.6055,50.6055,50.6055,50.6055,0,50.6055
1908-03-25,51.2209,51.2209,51.2209,51.2209,0,51.2209
1908-03-26,50.8619,50.8619,50.8619,50.8619,0,50.8619
1908-03-27,51.1183,51.1183,51.1183,51.1183,0,51.1183
1908-03-28,50.3198,50.3198,50.3198,50.3198,0,50.3198
1908-03-30,50.2832,50.2832,50.2832,50.2832,0,50.2832
1908-03-31,49.4554,49.4554,49.4554,49.4554,0,49.4554
1908-04-01,49.6972,49.6972,49.6972,49.6972,0,49.6972
1908-04-02,49.6825,49.6825,49.6825,49.6825,0,49.6825
1908-04-03,49.243,49.243,49.243,49.243,0,49.243
1908-04-04,49.1917,49.1917,49.1917,49.1917,0,49.1917
1908-04-06,49.1111,49.1111,49.1111,49.1111,0,49.1111
1908-04-07,49.4334,49.4334,49.4334,49.4334,0,49.4334
1908-04-08,49.6752,49.6752,49.6752,49.6752,0,49.6752
1908-04-09,50.2832,50.2832,50.2832,50.2832,0,50.2832
1908-04-10,50.3711,50.3711,50.3711,50.3711,0,50.3711
1908-04-11,50.1587,50.1587,50.1587,50.1587,0,50.1587
1908-04-13,49.9389,49.9389,49.9389,49.9389,0,49.9389
1908-04-14,50.1953,50.1953,50.1953,50.1953,0,50.1953
1908-04-15,49.8217,49.8217,49.8217,49.8217,0,49.8217
1908-04-16,50.1367,50.1367,50.1367,50.1367,0,50.1367
1908-04-20,49.7704,49.7704,49.7704,49.7704,0,49.7704
1908-04-21,50.0488,50.0488,50.0488,50.0488,0,50.0488
1908-04-22,50.0928,50.0928,50.0928,50.0928,0,50.0928
1908-04-23,50.6202,50.6202,50.6202,50.6202,0,50.6202
1908-04-24,51.2868,51.2868,51.2868,51.2868,0,51.2868
1908-04-25,51.2282,51.2282,51.2282,51.2282,0,51.2282
1908-04-27,51.133,51.133,51.133,51.133,0,51.133
1908-04-28,51.448,51.448,51.448,51.448,0,51.448
1908-04-29,51.492,51.492,51.492,51.492,0,51.492
1908-04-30,50.9499,50.9499,50.9499,50.9499,0,50.9499
1908-05-01,51.2209,51.2209,51.2209,51.2209,0,51.2209
1908-05-02,51.3161,51.3161,51.3161,51.3161,0,51.3161
1908-05-04,51.1183,51.1183,51.1183,51.1183,0,51.1183
1908-05-05,51.7337,51.7337,51.7337,51.7337,0,51.7337
1908-05-06,52.078,52.078,52.078,52.078,0,52.078
1908-05-07,51.9461,51.9461,51.9461,51.9461,0,51.9461
1908-05-08,52.2025,52.2025,52.2025,52.2025,0,52.2025
1908-05-09,52.5835,52.5835,52.5835,52.5835,0,52.5835
1908-05-11,53.0889,53.0889,53.0889,53.0889,0,53.0889
1908-05-12,52.9644,52.9644,52.9644,52.9644,0,52.9644
1908-05-13,53.5431,53.5431,53.5431,53.5431,0,53.5431
1908-05-14,54.1731,54.1731,54.1731,54.1731,0,54.1731
1908-05-15,54.4881,54.4881,54.4881,54.4881,0,54.4881
1908-05-16,54.62,54.62,54.62,54.62,0,54.62
1908-05-18,55.0302,55.0302,55.0302,55.0302,0,55.0302
1908-05-19,54.0486,54.0486,54.0486,54.0486,0,54.0486
1908-05-20,54.0852,54.0852,54.0852,54.0852,0,54.0852
1908-05-21,54.3636,54.3636,54.3636,54.3636,0,54.3636
1908-05-22,54.012,54.012,54.012,54.012,0,54.012
1908-05-23,53.0596,53.0596,53.0596,53.0596,0,53.0596
1908-05-25,53.5065,53.5065,53.5065,53.5065,0,53.5065
1908-05-26,53.0377,53.0377,53.0377,53.0377,0,53.0377
1908-05-27,53.2135,53.2135,53.2135,53.2135,0,53.2135
1908-05-28,52.8545,52.8545,52.8545,52.8545,0,52.8545
1908-05-29,53.3014,53.3014,53.3014,53.3014,0,53.3014
1908-06-01,54.4881,54.4881,54.4881,54.4881,0,54.4881
1908-06-02,54.2317,54.2317,54.2317,54.2317,0,54.2317
1908-06-03,54.1292,54.1292,54.1292,54.1292,0,54.1292
1908-06-04,53.2281,53.2281,53.2281,53.2281,0,53.2281
